Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	Abundances (Normalized): F1: Sample	Abundances (Normalized): F2: Sample	Abundances (Normalized): F3: Sample	Abundances (Normalized): F4: Sample	Abundances (Normalized): F5: Sample	Abundances (Normalized): F6: Sample	Abundances (Normalized): F7: Sample	Abundances (Normalized): F8: Sample	Abundances (Normalized): F9: Sample	Abundances (Normalized): F10: Sample	Abundances (Normalized): F11: Sample	Abundances (Normalized): F12: Sample	Found in Sample: [S1] F1: Sample	Found in Sample: [S2] F2: Sample	Found in Sample: [S3] F3: Sample	Found in Sample: [S4] F4: Sample	Found in Sample: [S5] F5: Sample	Found in Sample: [S6] F6: Sample	Found in Sample: [S7] F7: Sample	Found in Sample: [S8] F8: Sample	Found in Sample: [S9] F9: Sample	Found in Sample: [S10] F10: Sample	Found in Sample: [S11] F11: Sample	Found in Sample: [S12] F12: Sample	# Protein Groups	Modifications
FALSE	High	Master Protein	Q9BU23	Lipase maturation factor 2 OS=Homo sapiens OX=9606 GN=LMF2 PE=1 SV=2	0	FALSE	36.667	13	7	107	7	707	79.6	10.1	100.34	7	0	3018949.87	3098602.146	3000063.769	2751944.446	2786353.144	2902467.617	2872733.638	2654079.797	1918776.314	1873052.464	2302958.938	1764109.02	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O15446	DNA-directed RNA polymerase I subunit RPA34 OS=Homo sapiens OX=9606 GN=POLR1G PE=1 SV=1	0	FALSE	29.303	11	3	31	3	510	55	8.51	76.52	3	0	3491430.31	3341662.58	3000330.68	2797610.767	2232477.866	2416229.822	2728384.54	2948705.703	3318821.775	2464721.097	3205771.058	3476316.719	High	High	High	Peak Found	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9UH62	Armadillo repeat-containing X-linked protein 3 OS=Homo sapiens OX=9606 GN=ARMCX3 PE=1 SV=1	0	FALSE	12.68	10	3	25	3	379	42.5	8.37	40.03	3	0	3284068.721	3490832.871	3014215.084	2738690.893	2537817.933	2817096.93	2259665.98	2407226.75	2522746.747	2762345.807	2514046.401	2666060.67	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q16595	Frataxin, mitochondrial OS=Homo sapiens OX=9606 GN=FXN PE=1 SV=2	0	FALSE	17.939	14	2	59	2	210	23.1	8.69	188.99	2	0	3544576.719	3412682.321	3015739.837	3764370.667	3651463.663	3747289.904	3374397.886	3151235.25	3132230.619	2246760.221	2272506.823	2066855.449	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9P0T7	Proton-transporting V-type ATPase complex assembly regulator TMEM9 OS=Homo sapiens OX=9606 GN=TMEM9 PE=1 SV=1	0	FALSE	25.752	18	3	48	2	183	20.6	6.65	102.82	3	0	3120629.735	3131421.994	3018664.509	3302997.607	3411289.81	2897144.053	2864095.015	2273899.75	2494167.331	2254835.783	2562853.358	2875251.342	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O00400	Acetyl-coenzyme A transporter 1 OS=Homo sapiens OX=9606 GN=SLC33A1 PE=1 SV=1	0	FALSE	18.327	11	5	62	5	549	60.9	7.33	63.95	5	0	3226928.375	2353573.636	3030288.18	2770133.951	3173564.242	3205209.608	2715289.528	2539638.906	2214541.053	3970195.133	3619557.236	3530489.733	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9HCS5	Band 4.1-like protein 4A OS=Homo sapiens OX=9606 GN=EPB41L4A PE=1 SV=2	0	FALSE	14.02	6	3	8	3	686	79	9.38	10.36	3	0	4247443.36	4089017.992	3030969.671	5706928.05	5086783.584	5628838.932	3299252.872	2595907.789	2347088.401	2726074.843	2453461.924	2003526.765	High	High	High	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q99719	Septin-5 OS=Homo sapiens OX=9606 GN=SEPTIN5 PE=1 SV=1	0	FALSE	31.755	18	5	88	5	369	42.8	6.67	168.34	5	0	2659941.074	2937452.766	3034866.492	4326078.239	3595897.974	3455854.716	2662174.668	2578423.438	2583559.585	2852069.007	2723452.465	2656066.678	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q86Y39	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 OS=Homo sapiens OX=9606 GN=NDUFA11 PE=1 SV=3	0	FALSE	18.985	39	3	17	3	141	14.8	8.72	53.49	3	0	2793870.352	3127065.522	3035423.977	688701.8281	598642.8703	1414072.924	2201631.904	2091006.969	2196038.599	2392791.415	2142793.882	2342213.199	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q96E39	RNA binding motif protein, X-linked-like-1 OS=Homo sapiens OX=9606 GN=RBMXL1 PE=1 SV=1	0	FALSE	69.783	32	13	416	3	390	42.1	9.89	502.41	13	0	1558722.541	1879565.237	3035797.806	3021395.158	1286714.67	1107843.545	1364139.144	1798814.617	1129709.81	977909.622	1019776.546	1020587.721	High	High	High	High	High	High	High	High	High	High	High	High	1	"Met-loss+Acetyl [N-Term]; Acetyl [N-Term]"
FALSE	High	Master Protein	Q6YHU6	Thyroid adenoma-associated protein OS=Homo sapiens OX=9606 GN=THADA PE=1 SV=1	0	FALSE	41.465	8	12	71	12	1953	219.5	6.06	68.02	12	0	2750940.945	2503042.002	3043670.659	2192241.505	1316018.566	1365546.164	2787368.642	2097207.555	2264284.509	2540074.194	2643216.271	2495982.196	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9Y697	Cysteine desulfurase, mitochondrial OS=Homo sapiens OX=9606 GN=NFS1 PE=1 SV=3	0	FALSE	27.913	17	6	39	6	457	50.2	8.31	77.35	6	0	3894057.532	3791934.76	3044323.128	4667072.253	2738026.685	3689517.228	3672230.93	2550654.625	4293147.014	3932649.406	3713007.717	4417024.668	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q2KIS7	SWISS-PROT:Q2KIS7 (Bos taurus) Tetranectin precursor	0	TRUE	26.379	34	5	40	5	202	22.1	5.64	88.94	5	0	2050630.55	3249204.422	3044978.275	2051338.495	2757874.808	2154397.81	3126835.034	3071766.969	3571239.281	1748834.312	2574285.636	2463800.688	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9BST9	Rhotekin OS=Homo sapiens OX=9606 GN=RTKN PE=1 SV=2	0	FALSE	22.131	16	7	56	7	563	62.6	7.44	59.67	7	0	3711375.798	3246108.771	3048956.359	2836369.299	3165284.782	3318700.078	3899083.321	2496008.68	4433282.87	4933193.955	5202562.64	5872751.186	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9UQL6	Histone deacetylase 5 OS=Homo sapiens OX=9606 GN=HDAC5 PE=1 SV=2	0	FALSE	7.295	3	3	36	2	1122	121.9	6.24	56.39	3	0	3829722.072	4212893.469	3049729.774	2981642.194	2608319.19	2671071.307	2967608.757	3614356.109	2842182.615	2678554.019	2502785.654	2556391.975	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	High	High	1	
FALSE	High	Master Protein	O43657	Tetraspanin-6 OS=Homo sapiens OX=9606 GN=TSPAN6 PE=1 SV=1	0	FALSE	9.056	6	1	24	1	245	27.5	8.1	72.99	1	0	2807043.947	3196643.163	3049946.158	1616677.15	1737761.872	1769176.336	1896815.979	1455178.375	1756985.722	1879938.377	1666822.479	1355407.982	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q96RN5	Mediator of RNA polymerase II transcription subunit 15 OS=Homo sapiens OX=9606 GN=MED15 PE=1 SV=2	0	FALSE	34.843	11	7	78	7	788	86.7	9.42	115.25	7	0	3728716.433	3232472.254	3056389.921	3475728.666	3602594.502	3723067.411	4370316.713	4330879.375	4317169.822	4939568.262	5048111.579	5482537.23	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q8IVS2	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Homo sapiens OX=9606 GN=MCAT PE=1 SV=2	0	FALSE	20.625	17	5	32	5	390	42.9	8.72	25.66	5	0	3177925.729	3003022.925	3061182.995	2463545.889	2100020.545	2531123.227	1538229.264	1827004.406	1919456.032	2761771.598	2265936.22	2101569.108	High	High	High	High	High	High	High	Peak Found	High	High	High	High	1	
FALSE	High	Master Protein	Q969Z0	FAST kinase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1	0	FALSE	27.28	11	6	38	6	631	70.7	7.42	24.17	6	0	3175953.312	3021920.719	3061715.525	4474629.008	4049329.834	4675214.166	3008699.806	2859915.672	2999683.799	4445064.962	3392938.385	3563022.905	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9BV68	E3 ubiquitin-protein ligase RNF126 OS=Homo sapiens OX=9606 GN=RNF126 PE=1 SV=2	0	FALSE	23.385	18	4	30	4	311	33.8	5.47	72.26	4	0	3338019.607	3251461.197	3062665.382	2433636.26	3955253.442	4195252.848	4238385.036	3587132.375	4064042.655	3994491.207	3485502.937	3773231.281	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	P36404	ADP-ribosylation factor-like protein 2 OS=Homo sapiens OX=9606 GN=ARL2 PE=1 SV=4	0	FALSE	17.211	29	5	37	5	184	20.9	6.34	31.5	5	0	4735257.981	4934037.073	3063873.79	5375206.864	2371141.706	2690467.264	3973210.393	4274359.594	4279136.071	4862425.248	4255887.881	4659686.319	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9NX47	E3 ubiquitin-protein ligase MARCHF5 OS=Homo sapiens OX=9606 GN=MARCHF5 PE=1 SV=1	0	FALSE	25.133	31	6	24	6	278	31.2	8.7	45.7	6	0	3293186.864	2872736.187	3064275.935	2582314.114	2520519.543	2750998.736	2162006.102	1097170.094	1912599.796	4010289.017	3557911.05	3381043.045	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9NYP9	Protein Mis18-alpha OS=Homo sapiens OX=9606 GN=MIS18A PE=1 SV=1	0	FALSE	20.27	20	3	25	3	233	25.8	5.2	55.45	3	0	2610979.385	2196942.642	3064882.391	1545323.006	1709668.965	1594586.022	1961367.723	1295010.703	1686751.284	1160635.39	1904878.813	1399183.213	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9BZI7	Regulator of nonsense transcripts 3B OS=Homo sapiens OX=9606 GN=UPF3B PE=1 SV=1	0	FALSE	21.162	8	5	31	5	483	57.7	9.48	50.18	5	0	3161890.249	3183250.534	3066964.543	2808193.679	2431080.436	2778290.011	3865991.888	3425890.641	3670804.031	3362739.37	3233655.436	3077016.534	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q8IWT6	Volume-regulated anion channel subunit LRRC8A OS=Homo sapiens OX=9606 GN=LRRC8A PE=1 SV=1	0	FALSE	30.81	9	6	69	6	810	94.1	7.94	67.23	6	0	3339014.21	3311232.419	3068483.532	2527860.984	2462528.043	2952306.51	2805206.08	2708237.32	2864065.539	2042801.359	2493992.23	3200988.685	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q92995	Ubiquitin carboxyl-terminal hydrolase 13 OS=Homo sapiens OX=9606 GN=USP13 PE=1 SV=2	0	FALSE	40.223	13	6	55	6	863	97.3	5.53	85.64	6	0	2792678.246	3801459.758	3069583.082	2681991.249	3628286.826	3280948.193	2627569.675	2991349.688	2312851.795	2860182.985	3005582.43	2540694.382	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P07711	Procathepsin L OS=Homo sapiens OX=9606 GN=CTSL PE=1 SV=2	0	FALSE	14.352	7	1	17	1	333	37.5	5.45	59.22	1	0	4323989.503	3012944.004	3076073.413	4166067.334	2471370.305	2687205.057	3301900.68	3173536.25	2517500.371	1863635.741	2047017.368	1553411.93	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P50336	Protoporphyrinogen oxidase OS=Homo sapiens OX=9606 GN=PPOX PE=1 SV=1	0	FALSE	27.283	22	6	60	6	477	50.7	8.16	72.97	6	0	3138084.636	3224155.785	3076848.741	4188780.1	2962688.681	2679306.708	2642868.814	2941289.844	2754983.929	3289821.447	3051251.524	2798322.661	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q147X3	N-alpha-acetyltransferase 30 OS=Homo sapiens OX=9606 GN=NAA30 PE=1 SV=1	0	FALSE	30.812	30	7	42	7	362	39.3	5.52	37.76	7	0	3062742.787	3339590.29	3078256.05	3399780.693	2389068.224	4951447.924	3258284.699	3234504.875	4601226.5	2844435.922	2360875.285	2810878.878	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	Q5J8M3	ER membrane protein complex subunit 4 OS=Homo sapiens OX=9606 GN=EMC4 PE=1 SV=2	0	FALSE	13.946	19	3	76	3	183	20.1	8.62	71.69	3	0	3055091.468	3280628.752	3079138.544	3206626.33	3885192.189	3394459.854	3141504.752	3102441.391	3272974.122	4030130.657	3569290.52	3225975.472	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O60353	Frizzled-6 OS=Homo sapiens OX=9606 GN=FZD6 PE=1 SV=2	0	FALSE	11.824	6	4	31	4	706	79.2	7.96	1.62	4	0	2820565.737	2961135.866	3081157.405	3569434.566	3371492.857	3735728.703	2966464.028	2789416.422	2611455.246	3091218.013	2095443.5	2147790.923	High	High	High	High	High	High	High	High	High	High	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q9H2H9	Sodium-coupled neutral amino acid transporter 1 OS=Homo sapiens OX=9606 GN=SLC38A1 PE=1 SV=1	0	FALSE	7.255	5	3	20	3	487	54	7.02	19.1	3	0	3919519.293	3290469.411	3081477.673	2205336.544	2397451.781	2217547.013	3025350.844	1147100.688	1946064.412	1225871.842	1239572.798	668150.9845	High	High	High	High	High	High	High	High	High	High	High	Peak Found	1	
FALSE	High	Master Protein	Q92979	Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=4	0	FALSE	33.002	31	5	54	5	244	26.7	9.17	132.56	5	0	3082878.112	3181964.571	3084237.607	4063750.15	4737590.87	4751103.746	4377812.486	4597272.438	4004949.918	2917715.352	4363909.796	3629795.816	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O95182	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 OS=Homo sapiens OX=9606 GN=NDUFA7 PE=1 SV=3	0	FALSE	16.372	26	3	34	3	113	12.5	10.18	42.36	3	0	4068478.159	3479905.11	3084608.724	1435486.157	511825.6019	1036195.594	4820930.496	3793321.875	4332038.368	1853935.157	1816373.051	2080528.601	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q16512	Serine/threonine-protein kinase N1 OS=Homo sapiens OX=9606 GN=PKN1 PE=1 SV=2	0	FALSE	47.966	16	12	122	10	942	103.9	6.37	84.93	12	0	3467316.191	4206868.82	3085800.215	5231873.15	5297934.179	5185138.371	4630937.523	4208119.313	3577923.68	4172255.753	3851872.295	5037813.293	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9H6S0	3'-5' RNA helicase YTHDC2 OS=Homo sapiens OX=9606 GN=YTHDC2 PE=1 SV=2	0	FALSE	28.731	7	9	27	9	1430	160.1	8.4	11.22	9	0	2978378.095	3153169.676	3086849.498	1466607.192	1019053.967	1231760.708	3190284.63	2575067.816	2441000.214	277830.9198	658919.6173	685445.8362	High	High	High	High	High	Peak Found	High	High	High	Peak Found	Peak Found	High	1	
FALSE	High	Master Protein	O75794	Cell division cycle protein 123 homolog OS=Homo sapiens OX=9606 GN=CDC123 PE=1 SV=1	0	FALSE	15.003	15	5	33	5	336	39.1	4.81	33.3	5	0	3490620.797	2980949.866	3089219.101	1882938.447	3055482.126	872636.0275	2815216.791	2815708.344	2767190.998	1915555.66	2383803.82	3098486.598	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P41240	Tyrosine-protein kinase CSK OS=Homo sapiens OX=9606 GN=CSK PE=1 SV=1	0	FALSE	33.757	22	8	63	7	450	50.7	7.06	117.56	8	1	4227726.331	3497750.023	3093035.021	2865337.077	3755831.226	3964451.55	2882109.885	4335600.797	3318936.571	4277001.338	4318665.733	4620587.735	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9H2D6	TRIO and F-actin-binding protein OS=Homo sapiens OX=9606 GN=TRIOBP PE=1 SV=3	0	FALSE	25.71	4	8	48	8	2365	261.2	8.48	52.26	8	0	2407012.203	2985497.766	3099063.18	3236334.146	3098679.391	3440779.828	2248972.101	2193897.582	2415163.309	3947873.213	3607693.439	2913500.256	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q6R327	Rapamycin-insensitive companion of mTOR OS=Homo sapiens OX=9606 GN=RICTOR PE=1 SV=1	0	FALSE	61.183	11	13	117	13	1708	192.1	7.47	166.73	13	0	4263635.764	4852691.68	3099812.762	5058836.629	3870064.796	4179108.598	5057778.759	3983125.406	3222674.089	4260014.173	4880429.53	4980213.428	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P49366	Deoxyhypusine synthase OS=Homo sapiens OX=9606 GN=DHPS PE=1 SV=1	0	FALSE	37.89	22	7	73	7	369	40.9	5.36	115.18	7	0	3295558.48	4928373.525	3101909.751	2574756.871	3790096.992	4167838.47	3530835.833	3517448.953	4531817.422	6174573.603	6898123.541	5692638.806	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q5T0F9	Coiled-coil and C2 domain-containing protein 1B OS=Homo sapiens OX=9606 GN=CC2D1B PE=1 SV=1	0	FALSE	42.747	14	8	64	8	858	94.2	5.26	131.26	8	0	3356618.61	3289614.949	3106470.651	3568708.322	3350692.992	3430831.485	3057961.646	2927265.578	2178774.126	3070405.559	2946292.531	2826969.791	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q6NW29	RWD domain-containing protein 4 OS=Homo sapiens OX=9606 GN=RWDD4 PE=1 SV=3	0	FALSE	9.596	15	3	47	3	188	21.2	5.31	41.87	3	0	2526737.021	3233839.616	3107082.311	3056306.384	3042691.661	3707078.72	2591519.735	2135311.125	1892609.602	2176688.7	2444973.003	2297419.937	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P28347	Transcriptional enhancer factor TEF-1 OS=Homo sapiens OX=9606 GN=TEAD1 PE=1 SV=2	0	FALSE	7.725	7	3	41	3	426	47.9	8.15	39.29	3	0	3727974.979	3065444.056	3107709.918	2301744.51	2854397.283	2914592.814	3119103.502	2646693.719	2237113.37	3516314.183	3529707.91	2660555.003	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9H6W3	Ribosomal oxygenase 1 OS=Homo sapiens OX=9606 GN=RIOX1 PE=1 SV=2	0	FALSE	32.083	12	6	78	6	641	71	6.46	109.84	6	0	2657900.904	2756809.452	3115249.503	1298724.899	2287877.519	1639204.237	3435005.873	2993153.219	2990309.353	2059957.971	1850714.618	2632911.622	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O75891	Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH1L1 PE=1 SV=2	0.001	FALSE	5.587	2	2	7	1	902	98.8	5.94	5.45	2	0	3892934.574	3453840.595	3115369.975	10060451.68	8703511.191	9979906.591	365687.1685		479230.157	2140463.758	2407338.137	1953324.032	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Peak Found	High	Peak Found	High	1	
FALSE	High	Master Protein	Q8TAE6	Protein phosphatase 1 regulatory subunit 14C OS=Homo sapiens OX=9606 GN=PPP1R14C PE=1 SV=3	0	FALSE	12.18	15	2	23	2	165	17.8	5.16	60.64	2	0	3567764.757	3243358.175	3115986.031	4174070.411	4226213.115	4217994.644	1868402.266	1713810.125	2218567.416	2635095.805	2503321.726	2598597.193	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P30711	Glutathione S-transferase theta-1 OS=Homo sapiens OX=9606 GN=GSTT1 PE=1 SV=4	0	FALSE	39.114	38	7	92	7	240	27.3	7.49	202.7	7	0	2754561.183	2849109.016	3120093.412	2284010.905	2053848.537	2022034.075	3233758.887	3756866.281	4364340.362	7894512.795	7012330.697	7150635.304	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q8TCA0	Leucine-rich repeat-containing protein 20 OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=1	0	FALSE	20.911	30	5	59	5	184	20.5	6.55	89.63	5	0	3376103.635	3633384.341	3124397.766	2711985.193	2866224.846	2747240.9	5485881.156	4347771.828	4706156.271	5220397.853	5466937.797	5352191.906	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q96HJ9	Protein FMC1 homolog OS=Homo sapiens OX=9606 GN=FMC1 PE=1 SV=2	0.001	FALSE	4.894	11	1	15	1	113	12.7	10.07	15.11	1	0	3766253.206	3502801.365	3124446.952	3669911.632	3836311.635	4375288.327	3420804.539	3389187	3346923.235	4442646.581	4157933.406	3953123.169	High	High	High	High	High	High	High	Peak Found	Peak Found	High	Peak Found	High	1	
FALSE	High	Master Protein	Q9NUU6	Inactive ubiquitin thioesterase OTULINL OS=Homo sapiens OX=9606 GN=OTULINL PE=1 SV=1	0	FALSE	12.135	10	4	105	4	356	42.2	9.29	49.8	4	0	3328931.837	3214918.349	3135974.836	9082397.731	10082527.67	9872946.322	6620693.823	5857644.688	5988774.221	5658812.268	6298205.6	6280262.48	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9BZL6	Serine/threonine-protein kinase D2 OS=Homo sapiens OX=9606 GN=PRKD2 PE=1 SV=3	0	FALSE	40.848	11	7	97	5	878	96.7	6.84	157.59	7	2	2917779.967	2851320.147	3136006.401	2863499.638	2539544.646	2604437.709	2790274.017	2506983.679	3218862.899	3345451.29	3441846.038	3591523.046	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P51452	Dual specificity protein phosphatase 3 OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1	0	FALSE	21.19	31	4	74	4	185	20.5	7.8	134.42	4	0	3645179.49	3098598.955	3137141.357	3039837.497	3438794.54	3556329.276	2883046.751	2909126.461	4012895.478	4453017.547	4730071.908	4989400.966	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q15654	Thyroid receptor-interacting protein 6 OS=Homo sapiens OX=9606 GN=TRIP6 PE=1 SV=3	0	FALSE	28.05	16	4	38	4	476	50.3	7.37	108.19	4	0	3410979.937	2374455.43	3138213.782	1785642.166	1700966.895	1843488.469	1633491.811	1462217.785	1666672.288	1951176.196	1928674.814	2416907.396	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9P021	Cysteine-rich PDZ-binding protein OS=Homo sapiens OX=9606 GN=CRIPT PE=1 SV=1	0	FALSE	20.056	28	2	18	2	101	11.2	9.47	61.87	2	0	2958520.511	2797755.335	3138299.032	1591236.223	1364624.96	1954811.09	3657006.929	2981199.688	2980842.099	1566804.807	2647860.568	2157920.957	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q96AT9	Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE PE=1 SV=1	0	FALSE	20.346	21	3	24	3	228	24.9	5.58	72.8	3	0	10565368.06	4815367.035	3138479.983	4100105.558	2666974.573	4502561.003	3120050.709	4343445.188	3428419.527	12431601.39	10239180.52	10712525.41	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9NZD8	Maspardin OS=Homo sapiens OX=9606 GN=SPG21 PE=1 SV=1	0	FALSE	20.078	21	6	33	6	308	34.9	6.28	3.73	6	0	3290952.462	2976411.136	3141702.273	2478053.29	3992475.365	2963022.62	2779509.29	2870885.813	2905400.51	2601633.259	3002335.552	2831141.77	High	High	High	High	High	High	High	High	Peak Found	High	High	High	1	
FALSE	High	Master Protein	Q9Y2D4	Exocyst complex component 6B OS=Homo sapiens OX=9606 GN=EXOC6B PE=1 SV=3	0	FALSE	57.777	20	11	76	10	811	94.1	6.46	81.29	11	1	3679092.703	3313306.433	3141835.794	2011685.939	1964831.483	2706994.067	3277328.471	2216890.238	2473780.486	3448246.259	2982511.858	2347312.176	High	High	High	High	High	High	High	High	High	High	High	High	1	
