"Master"	"Accession"	"Description"	"Exp..q.value..Combined"	"Contaminant"	"Sum.PEP.Score"	"Coverage...."	"X..Peptides"	"X..PSMs"	"X..Unique.Peptides"	"X..AAs"	"MW..kDa."	"calc..pI"	"Score.Sequest.HT..Sequest.HT"	"X..Peptides..by.Search.Engine...Sequest.HT"	"X..Razor.Peptides"	"Abundances..Normalized...F1..Sample"	"Abundances..Normalized...F2..Sample"	"Abundances..Normalized...F3..Sample"	"Abundances..Normalized...F4..Sample"	"Abundances..Normalized...F5..Sample"	"Abundances..Normalized...F6..Sample"	"Abundances..Normalized...F7..Sample"	"Abundances..Normalized...F8..Sample"	"Abundances..Normalized...F9..Sample"	"Abundances..Normalized...F10..Sample"	"Abundances..Normalized...F11..Sample"	"Abundances..Normalized...F12..Sample"
"IsMasterProtein"	"P17096"	"High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3"	0	"FALSE"	17.254	23	3	112	3	107	11.7	10.32	243.53	3	0	34052784	31837734	26732508	18017018	14508541	17283008	27169222	27679298	40317776	13447110	13488109	16124458
"IsMasterProtein"	"P32970"	"CD70 antigen OS=Homo sapiens OX=9606 GN=CD70 PE=1 SV=2"	0	"FALSE"	15.258	14	3	19	3	193	21.1	8.53	13.28	3	0	1954088.75	1912278	1302719.5	31928.693359375	34187.77734375	39585.86328125	2812805	4072799.5	2027385.625	4431530.5	4635527	4469594.5
"IsMasterProtein"	"P43007"	"Neutral amino acid transporter A OS=Homo sapiens OX=9606 GN=SLC1A4 PE=1 SV=1"	0	"FALSE"	19.77	10	3	31	3	532	55.7	6.25	55.03	3	0	4994881	3899712.75	3131111.75	1948930.5	1154162	2379489.75	3810394.25	4005172.25	4108733.75	2231355	2982843	2487111.25
"IsMasterProtein"	"O75354"	"Ectonucleoside triphosphate diphosphohydrolase 6 OS=Homo sapiens OX=9606 GN=ENTPD6 PE=1 SV=3"	0	"FALSE"	20.086	11	3	26	3	484	53.2	9.26	85.74	3	0	1802990	2379104.75	2181133.5	3808173.25	4494935	3903562.5	2737407.25	3250738.5	2583835	3499343.5	4052058	3136758.25
"IsMasterProtein"	"Q9NQG5"	"Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens OX=9606 GN=RPRD1B PE=1 SV=1"	0	"FALSE"	15.391	12	3	13	3	326	36.9	5.97	33.61	3	0	607106.5625	821589.9375	946233	995886.75	1344098.875	858758.0625	777977.4375	456280.84375	665472.5625	515068.03125	278449.125	436260.53125
"IsMasterProtein"	"Q8IWS0"	"PHD finger protein 6 OS=Homo sapiens OX=9606 GN=PHF6 PE=1 SV=1"	0	"FALSE"	15.538	9	3	28	3	365	41.3	8.68	68.25	3	0	4061722	3761234.75	4956014.5	2514529.75	2179832	2597193	943135.125	1827259	1914373.375	2918402	3535725.5	3034381.25
"IsMasterProtein"	"P33993"	"DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4"	0	"FALSE"	13.202	6	3	4	3	719	81.3	6.46	6.1	3	0	458952.59375	1222869.25	999582.1875	540263.75	569304.3125	647938.9375	146977.59375	204471.015625	335559.375	840804.625	1071293.625	538632.8125
"IsMasterProtein"	"Q7Z3C6"	"Autophagy-related protein 9A OS=Homo sapiens OX=9606 GN=ATG9A PE=1 SV=3"	0	"FALSE"	10.326	3	3	7	3	839	94.4	6.67	14.36	3	0	1724142.375	2427841	1468768.875	409310.15625	818397.4375	1093960.375	249942.5625	713039.8125	980479.875	736918.5625	1543614.625	776694.25
"IsMasterProtein"	"Q9UL63"	"Muskelin OS=Homo sapiens OX=9606 GN=MKLN1 PE=1 SV=2"	0	"FALSE"	14.313	6	3	19	3	735	84.7	6.34	35.78	3	0	1184806	1590321.25	1053843.75	542971.75	411810.96875	529680.5	468278.375	17866.013671875	436639.75	423286.28125	605200.375	197047.796875
"IsMasterProtein"	"O96017"	"Serine/threonine-protein kinase Chk2 OS=Homo sapiens OX=9606 GN=CHEK2 PE=1 SV=1"	0	"FALSE"	18.918	10	3	27	3	543	60.9	5.91	50.2	3	0	2815608.25	3028118.75	2854909.75	447764.5	784072.875	861367.8125	1055341.375	1255695.75	1245057.5	1589066.5	2024638.125	1675656.875
"IsMasterProtein"	"P48163"	"NADP-dependent malic enzyme OS=Homo sapiens OX=9606 GN=ME1 PE=1 SV=1"	0	"FALSE"	10.99	7	3	20	3	572	64.1	6.13	38.53	3	0	753917.5625	1047136.0625	1341850	1677216.25	1464974.5	1129007.125	616673.6875	584249.25	732556.9375	803413.0625	849453.8125	640093.8125
"IsMasterProtein"	"Q12805"	"EGF-containing fibulin-like extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=EFEMP1 PE=1 SV=2"	0	"FALSE"	18.885	7	3	206	3	493	54.6	5.07	334.4	3	0	26001948	25461674	30753706	16204198	13135865	17414020	11601703	13655602	10788439	20408428	23848044	20683898
"IsMasterProtein"	"P19623"	"Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1"	0	"FALSE"	8.893	10	3	61	3	302	33.8	5.49	83.92	3	0	5046607.5	4646323.5	5699087.5	2213458.25	1824590.875	2293486.5	1826350.875	2970043.25	2555507.5	1971207.625	2084132.25	2500214
"IsMasterProtein"	"Q96SU4"	"Oxysterol-binding protein-related protein 9 OS=Homo sapiens OX=9606 GN=OSBPL9 PE=1 SV=2"	0	"FALSE"	8.951	4	3	7	2	736	83.1	6.18	5.06	3	1	3100105.5	3322681.25	2620325.25	214519.609375	519562.6875	422257.9375	349778.5625	316243.125	189752.8125	708208.3125	1086142.125	768801.625
"IsMasterProtein"	"Q8NCW5"	"NAD(P)H-hydrate epimerase OS=Homo sapiens OX=9606 GN=NAXE PE=1 SV=2"	0	"FALSE"	10.211	14	3	21	3	288	31.7	7.66	46.13	3	0	1581458.5	1214756.5	1132206.125	4098980.75	3286975.5	2848373.25	1264979	233679.734375	393319.0625	1298422	1095848.375	1538058.125
"IsMasterProtein"	"Q8N3R9"	"Protein PALS1 OS=Homo sapiens OX=9606 GN=PALS1 PE=1 SV=3"	0	"FALSE"	13.79	6	3	26	3	675	77.2	6.14	20.22	3	0	1149225.625	1613853.25	1572661.125	93823.6015625	283029.875	383627.15625	303544.28125	143728.328125	304479.34375	135863.25	167571.015625	348702.65625
"IsMasterProtein"	"P33316"	"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4"	0	"FALSE"	11.342	17	3	7	3	252	26.5	9.36	10.73	3	0	685560.0625	222834.234375	309084.625	1642793.5	1634974	1540502.25	457821.34375	563866.9375	542956.5625	1640106.75	1833377.25	1846852.25
"IsMasterProtein"	"Q92896"	"Golgi apparatus protein 1 OS=Homo sapiens OX=9606 GN=GLG1 PE=1 SV=2"	0	"FALSE"	9.936	2	3	12	3	1179	134.5	6.9	6.64	3	0	1629814	2135277.75	1843837.625	2068737.75	1757342.125	2063017.625	1054804.25	875218.375	1131915.375	936498.75	804611.5625	1378342
"IsMasterProtein"	"Q13188"	"Serine/threonine-protein kinase 3 OS=Homo sapiens OX=9606 GN=STK3 PE=1 SV=2"	0	"FALSE"	14.838	8	3	10	3	491	56.3	5.24	13.47	3	0	1012473.8125	1553066.875	1180727.5	580590.625	552622.8125	445035.1875	NA	382039.28125	197656.234375	167216.25	435557.3125	209417.40625
"IsMasterProtein"	"Q5JS37"	"NHL repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=NHLRC3 PE=2 SV=1"	0	"FALSE"	14.843	9	3	87	3	347	38.3	6.43	121.53	3	0	3467420.75	2802642.25	3391982.5	4334875.5	3357472.25	5507452	2527210.5	3126899	2780977	3549581.25	3063708.5	3151797.75
"IsMasterProtein"	"O75147"	"Obscurin-like protein 1 OS=Homo sapiens OX=9606 GN=OBSL1 PE=1 SV=4"	0	"FALSE"	10.708	2	3	30	3	1896	206.8	5.63	14.75	3	0	1032289.0625	339438.4375	918993.625	133300.703125	156237.578125	129992.359375	219302.515625	748426	786030.875	833011.375	668900.375	697113.375
"IsMasterProtein"	"Q13427"	"Peptidyl-prolyl cis-trans isomerase G OS=Homo sapiens OX=9606 GN=PPIG PE=1 SV=2"	0	"FALSE"	12.658	4	3	8	3	754	88.6	10.29	14.8	3	0	4780076.5	4227801	4977775	676992.25	3262634.25	4732011	2997216	4967993	4373134	2045434.875	3698613	2298924.75
"IsMasterProtein"	"Q16222"	"UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens OX=9606 GN=UAP1 PE=1 SV=3"	0	"FALSE"	10.693	6	3	21	3	522	58.7	6.33	6.56	3	0	1134716	1510015.75	1579160.625	526459.4375	688806.6875	611851.875	585607.0625	676276.5625	370833.8125	429359.78125	360805.6875	193064.515625
"IsMasterProtein"	"Q13596"	"Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3"	0	"FALSE"	9.103	6	3	13	3	522	59	5.15	15.25	3	0	1623199.375	2480395.5	2032439	727048.1875	860680.8125	987294.3125	527382.6875	601335.5	778169.375	874676.875	809809.5	714451.0625
"IsMasterProtein"	"P57735"	"Ras-related protein Rab-25 OS=Homo sapiens OX=9606 GN=RAB25 PE=1 SV=2"	0	"FALSE"	14.535	19	3	14	3	213	23.5	5.96	31.53	3	0	3631574	4145216	4628592	723829.9375	727158	129064.421875	1101778.875	118198.8671875	665420	798118.5	1358785.875	894776.375
"IsMasterProtein"	"Q9P2N4"	"A disintegrin and metalloproteinase with thrombospondin motifs 9 OS=Homo sapiens OX=9606 GN=ADAMTS9 PE=1 SV=4"	0	"FALSE"	17.711	3	3	16	3	1935	216.4	7.77	11.92	3	0	6484778.5	7855441.5	6765161	2200352	7521185	6390357	3978154.75	4426889	4205474	6151021.5	6959204	7231112.5
"IsMasterProtein"	"Q9NZL4"	"Hsp70-binding protein 1 OS=Homo sapiens OX=9606 GN=HSPBP1 PE=1 SV=2"	0	"FALSE"	10.505	9	3	10	3	359	39.3	5.21	7.11	3	0	1179012.375	1227189.5	1695398.625	1432631.625	1646659.5	1382295.375	1005307	1085394.625	1079307.125	428593.40625	688976	807405.4375
"IsMasterProtein"	"O00273"	"DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1"	0	"FALSE"	18.006	14	3	45	3	331	36.5	4.79	126.08	3	0	1892117.5	2205252.25	2455941.5	2833747.75	3384235.75	2785933.25	1122298.375	911717.9375	1969634.625	1919196.75	1543473	1875282.75
"IsMasterProtein"	"P62913"	"60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2"	0	"FALSE"	12.937	17	3	41	3	178	20.2	9.6	66.45	3	0	4484179.5	5387247	4898720.5	5024932	3793415	3797939.75	2555811.25	2655370.5	2963106.75	3222562.75	3141484.5	3602407.75
"IsMasterProtein"	"O00264"	"Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3"	0	"FALSE"	10.127	15	3	21	3	195	21.7	4.7	22.75	3	0	1172411.25	1256632.875	1307813.375	5895935.5	4706270.5	5361960.5	2106938.25	1517975.875	1900842.25	2207035.5	2381678.25	2065364.25
"IsMasterProtein"	"P28065"	"Proteasome subunit beta type-9 OS=Homo sapiens OX=9606 GN=PSMB9 PE=1 SV=2"	0	"FALSE"	14.478	18	3	17	3	219	23.3	5.03	26.95	3	0	4640933.5	4430612	4490188.5	612399.4375	1046550.6875	1628510	1469092.375	1912062.125	2553556.75	1882487.25	1993844.875	2542326.5
"IsMasterProtein"	"Q9NZH0"	"G-protein coupled receptor family C group 5 member B OS=Homo sapiens OX=9606 GN=GPRC5B PE=2 SV=2"	0	"FALSE"	11.429	8	3	10	3	403	44.8	8.24	12.45	3	0	2369501.25	2014605.5	1487439.25	2453999	2537159.25	2938681.5	1000329.9375	1305641.375	531144.6875	1737283.375	1963497.5	1641737.75
"IsMasterProtein"	"P85037"	"Forkhead box protein K1 OS=Homo sapiens OX=9606 GN=FOXK1 PE=1 SV=1"	0	"FALSE"	7.159	3	3	11	3	733	75.4	9.32	1.66	3	0	1159518.75	1056472.75	688470.125	465526.28125	390165.59375	349197.5	179254.484375	163955.828125	224521.359375	235043.078125	341018.34375	293984.84375
"IsMasterProtein"	"Q9H156"	"SLIT and NTRK-like protein 2 OS=Homo sapiens OX=9606 GN=SLITRK2 PE=1 SV=1"	0	"FALSE"	14.88	4	3	11	2	845	95.3	7.77	25.87	3	0	208055.90625	265693.1875	289035.625	798182.1875	879656.3125	667271.25	NA	NA	NA	834649.625	868231.6875	873220.875
"IsMasterProtein"	"O60216"	"Double-strand-break repair protein rad21 homolog OS=Homo sapiens OX=9606 GN=RAD21 PE=1 SV=2"	0	"FALSE"	18.077	8	3	24	3	631	71.6	4.65	31.27	3	0	290187.59375	746801.125	402423.1875	858126.9375	1026355.375	899913.25	329884.40625	356443.3125	456341.875	331436.6875	682300.75	565991.1875
"IsMasterProtein"	"O14732"	"Inositol monophosphatase 2 OS=Homo sapiens OX=9606 GN=IMPA2 PE=1 SV=1"	0	"FALSE"	11.346	11	3	14	3	288	31.3	6.61	12.2	3	0	1552942.875	1886439.125	2328717.25	2378013.75	2007543.625	1544606.625	1878789	3432920.5	2514509.5	1050597.375	925982.75	1443196.25
"IsMasterProtein"	"Q9Y3A5"	"Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=4"	0	"FALSE"	14.508	14	3	36	3	250	28.7	8.75	24.08	3	0	1338011.875	1022954.6875	1266599	1072306	999383.375	708460.5	714983.0625	1071854.125	716386.125	720291.5625	454864.5625	406391.25
"IsMasterProtein"	"A6NDG6"	"Glycerol-3-phosphate phosphatase OS=Homo sapiens OX=9606 GN=PGP PE=1 SV=1"	0	"FALSE"	10.855	12	3	11	3	321	34	6.14	19.86	3	0	3239532.5	2407954	3965474.75	4323516	4263361	3340761.25	2916929	3580873	3906852.5	2113915.75	3282001.75	2952876.5
"IsMasterProtein"	"Q9NZM3"	"Intersectin-2 OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=3"	0	"FALSE"	12.67	2	3	10	3	1697	193.3	8.12	15.94	3	0	2188450	2363802.75	2356413.25	2943460.75	3107133.25	2922880.5	2840903.75	3033339.5	3366741.75	5650905.5	6835637	6054859
"IsMasterProtein"	"P31323"	"cAMP-dependent protein kinase type II-beta regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2B PE=1 SV=3"	0	"FALSE"	18.552	10	3	26	2	418	46.3	4.92	67.57	3	0	1011419.8125	1318927.375	1049425.375	557062.875	579348	969828.375	36854.64453125	83862.609375	192167.890625	139983.921875	118846.3203125	340265.75
"IsMasterProtein"	"P20023"	"Complement receptor type 2 OS=Homo sapiens OX=9606 GN=CR2 PE=1 SV=2"	0	"FALSE"	7.263	3	3	5	3	1033	112.8	7.52	5.87	3	0	2490687	1991025.25	2067398.25	2346543.25	2541799	1808099.375	423440.6875	402552.5	275233.1875	550203.6875	539466.9375	NA
"IsMasterProtein"	"Q9BUL8"	"Programmed cell death protein 10 OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1"	0	"FALSE"	7.55	13	3	11	3	212	24.7	8.19	1.85	3	0	1763564.75	1079474.5	935041.125	1361989	1272559.375	1329070	1207271.25	1093442.75	933630.875	764362.625	694423.625	888416.0625
"IsMasterProtein"	"Q15637"	"Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1 PE=1 SV=4"	0	"FALSE"	15.127	6	3	20	3	639	68.3	8.98	40.11	3	0	601585.6875	1044438.8125	668207.1875	1159282.5	1322652	1116501.125	359485.1875	562216	1050772.5	610463.5	437456	551705.9375
"IsMasterProtein"	"P24534"	"Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3"	0	"FALSE"	29.075	19	3	175	3	225	24.7	4.67	313.93	3	0	10179544	12289551	12935660	15916083	15094650	13305401	8299787	8652240	9585555	10135195	8913035	9472083
"IsMasterProtein"	"Q99598"	"Translin-associated protein X OS=Homo sapiens OX=9606 GN=TSNAX PE=1 SV=1"	0	"FALSE"	10.542	11	3	10	3	290	33.1	6.55	20.68	3	0	881553.5	1184026.375	1777712.375	6297075.5	5978111	5009871	2864228.75	2232417.25	3826900.5	2834320.5	2355634	2129560.25
"IsMasterProtein"	"P37108"	"Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2"	0	"FALSE"	10.881	24	3	64	3	136	14.6	10.04	70.27	3	0	2872977.75	2714652.75	2814464.75	2794328.5	2188446.25	1679132.625	2517681.75	2017941.5	2753503	2718620.25	2243757.25	3104465.75
"IsMasterProtein"	"Q8NBJ5"	"Procollagen galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=COLGALT1 PE=1 SV=1"	0	"FALSE"	10.471	5	3	39	3	622	71.6	7.31	27.86	3	0	3141076	4216284	4874641.5	3155951.5	3560397.75	2615024.5	1331499.75	1991573.375	2076697.75	2097402.5	1719285.25	1781381.625
"IsMasterProtein"	"P06730"	"Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=2"	0	"FALSE"	12.609	13	3	21	3	217	25.1	6.15	39.78	3	0	3217693.5	3942986.25	3480186	3220133.75	3781930	3489108	2502580.5	2388472.5	3022995.5	2044675.875	1401196.5	2339916.75
"IsMasterProtein"	"Q5VYK3"	"Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2"	0	"FALSE"	17.636	3	3	27	3	1845	204.2	7.12	28.92	3	0	2397020.25	2391307.25	3427674.25	3074920	2886898.25	2496645.75	395524.84375	590418.6875	375689.96875	1362469.125	1276295.625	1383942
"IsMasterProtein"	"Q15643"	"Thyroid receptor-interacting protein 11 OS=Homo sapiens OX=9606 GN=TRIP11 PE=1 SV=3"	0	"FALSE"	11.801	2	3	5	3	1979	227.4	5.26	10.06	3	0	176979.25	84841.9140625	131560.015625	747195.6875	767585.875	692720.4375	252060.046875	53580.421875	165182.96875	188205.046875	190046.765625	165908.5625
"IsMasterProtein"	"Q07021"	"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=C1QBP PE=1 SV=1"	0	"FALSE"	23.998	21	3	78	3	282	31.3	4.84	205.32	3	0	9589938	12419955	11450788	7756266.5	9238929	8106493	7892304	7319953.5	7801894	6158829.5	6134186.5	5899763
"IsMasterProtein"	"Q709C8"	"Vacuolar protein sorting-associated protein 13C OS=Homo sapiens OX=9606 GN=VPS13C PE=1 SV=1"	0	"FALSE"	15.176	1	3	14	3	3753	422.1	6.83	4.9	3	0	299919.46875	336248.0625	309952.9375	101044.5703125	90420.515625	114680.46875	176870.625	220005.03125	244338.828125	203510.90625	218536.140625	231053.53125
"IsMasterProtein"	"Q8TAP6"	"Centrosomal protein of 76 kDa OS=Homo sapiens OX=9606 GN=CEP76 PE=1 SV=1"	0	"FALSE"	11.575	5	3	18	3	659	74.4	6.74	14.72	3	0	692925.5	955462.375	616097.375	362562.09375	399771.03125	325716.15625	212779.453125	370855.96875	522856.8125	272981.1875	342469.84375	364762.1875
"IsMasterProtein"	"Q9Y4F1"	"FERM, ARHGEF and pleckstrin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FARP1 PE=1 SV=1"	0	"FALSE"	17.27	5	3	19	3	1045	118.6	8.15	33.99	3	0	751944.25	971781.4375	383183.90625	263546.8125	327481.53125	339806.03125	202194.015625	202324.28125	219052.546875	177671.265625	654352.875	219920.375
"IsMasterProtein"	"P18621"	"60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3"	0	"FALSE"	16.803	22	3	28	3	184	21.4	10.17	65.14	3	0	4300126.5	4486094	3393054.75	3124447.75	3371930.5	2339775	2369663.5	2143991.25	2662936.75	1951095.625	1969781.25	2197496.75
"IsMasterProtein"	"Q6RW13"	"Type-1 angiotensin II receptor-associated protein OS=Homo sapiens OX=9606 GN=AGTRAP PE=1 SV=1"	0	"FALSE"	17.318	30	3	39	3	159	17.4	6.14	103.15	3	0	8208353.5	10440943	10532709	5905589	5719608.5	8950770	6145976.5	5923914.5	6062167	7768774	10241787	7699067
"IsMasterProtein"	"P63208"	"S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=2"	0	"FALSE"	14.921	29	3	22	3	163	18.6	4.54	35.77	3	0	2970475	1511892.25	3236487.75	5788066	6248767.5	5848983	2607727	3625516.75	2296246	1050817.25	2769513.75	1330627
"IsMasterProtein"	"Q9UJA5"	"tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Homo sapiens OX=9606 GN=TRMT6 PE=1 SV=1"	0	"FALSE"	20.315	8	3	56	3	497	55.8	7.55	119.71	3	0	971713.125	1430012.75	1195278.5	598455.375	849277.375	850151.0625	412801.125	409066.125	393247.3125	1315134.125	1399014.25	1329053.75
"IsMasterProtein"	"Q9NYI0"	"PH and SEC7 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=PSD3 PE=1 SV=2"	0	"FALSE"	17.354	5	3	35	3	1048	116	5.99	21.09	3	0	490792.09375	595687.875	585700.4375	294907.59375	405846.375	349022.28125	332168.40625	306134.75	310057.15625	275304.65625	419363.6875	310265.4375
"IsMasterProtein"	"P35268"	"60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2"	0	"FALSE"	23.367	39	3	77	3	128	14.8	9.19	183.07	3	0	92142088	106723064	99698600	19371090	23723084	27865532	29591486	32027130	34899816	25992400	40360944	32538232
"IsMasterProtein"	"Q8IXQ4"	"GPALPP motifs-containing protein 1 OS=Homo sapiens OX=9606 GN=GPALPP1 PE=1 SV=1"	0	"FALSE"	6.789	8	3	12	3	340	38.1	5.41	8.83	3	0	3237013.5	1473135.875	1374299.875	839298.0625	545712.125	1191356.875	668138.875	372401.59375	584462.875	1023917.4375	531565.4375	807662.1875
"IsMasterProtein"	"P13693"	"Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1"	0	"FALSE"	22.684	20	3	154	3	172	19.6	4.93	247.57	3	0	6937285.5	10288583	7996786	14465183	14679159	11863546	10149600	13513718	16434786	9604332	8184732	6496784
"IsMasterProtein"	"P08123"	"Collagen alpha-2(I) chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=7"	0	"FALSE"	21.247	4	3	19	3	1366	129.2	8.95	35.99	3	0	363392.34375	660977.6875	314788.625	3265600.5	2866900	2898912	257043.125	310636.1875	414790.40625	750294.8125	509413.4375	1247862
"IsMasterProtein"	"Q96MU8"	"Kremen protein 1 OS=Homo sapiens OX=9606 GN=KREMEN1 PE=1 SV=3"	0	"FALSE"	20.136	10	3	38	3	473	51.7	7.11	63.8	3	0	1809101.375	2301550.5	2793275.25	3312178.75	3407585.25	3531658	1536040.75	2578212.75	1543915	2943160.5	2397292.75	2160878.75
"IsMasterProtein"	"O60869"	"Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1"	0	"FALSE"	14.787	22	3	73	3	148	16.4	9.95	184.78	3	0	5496621	4592325.5	3087522.5	8403536	7187879.5	5853950.5	3721970	2311375	2588924.75	2868039	3152812.5	3241785.75
"IsMasterProtein"	"O95825"	"Quinone oxidoreductase-like protein 1 OS=Homo sapiens OX=9606 GN=CRYZL1 PE=1 SV=2"	0	"FALSE"	15.936	11	3	47	3	349	38.7	5.78	45.46	3	0	2352798.25	2407579.75	2028569.25	1070570.75	1453396.5	1045225.875	1225779.125	1168656.125	1217515.125	1065441.875	1263685.875	1737159.625
"IsMasterProtein"	"P54687"	"Branched-chain-amino-acid aminotransferase, cytosolic OS=Homo sapiens OX=9606 GN=BCAT1 PE=1 SV=3"	0	"FALSE"	10.584	9	3	34	3	386	42.9	5.3	35.33	3	0	5078846	5311389.5	4021962	2665315.25	2686801.75	2388202.5	874353.125	373220.0625	709337	780723.6875	529853.25	1027401.9375
"IsMasterProtein"	"Q8TBA6"	"Golgin subfamily A member 5 OS=Homo sapiens OX=9606 GN=GOLGA5 PE=1 SV=3"	0	"FALSE"	15.104	6	3	27	3	731	83	5.83	57.2	3	0	1193840.25	1080477.75	969517	1229884.375	971148.125	1419044.75	406702.25	256047.6875	492343.03125	409834.53125	541635.5	493848.4375
"IsMasterProtein"	"Q8WXS8"	"A disintegrin and metalloproteinase with thrombospondin motifs 14 OS=Homo sapiens OX=9606 GN=ADAMTS14 PE=2 SV=2"	0	"FALSE"	7.455	2	3	15	3	1223	133.8	7.18	12.35	3	0	2454489.5	2827312.75	2412849.25	959259.375	813153.3125	271238.9375	1716693.875	402380.65625	428388.6875	1198977.625	1369979.375	1485919.5
"IsMasterProtein"	"Q8WWM7"	"Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=2"	0	"FALSE"	9.785	3	3	12	3	1075	113.3	8.59	5.69	3	0	934429.125	1130672.25	1268604.625	844146.8125	756891.625	553703.625	442690.0625	287576.8125	357349.15625	445006.75	371328.3125	452944.53125
"IsMasterProtein"	"Q96MU7"	"YTH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=YTHDC1 PE=1 SV=3"	0	"FALSE"	14.512	5	3	71	3	727	84.6	6.23	149.88	3	0	21148434	21461810	17904854	19073694	16960370	21477460	16716953	13822147	15192781	13566446	13081413	12849847
"IsMasterProtein"	"O75554"	"WW domain-binding protein 4 OS=Homo sapiens OX=9606 GN=WBP4 PE=1 SV=1"	0	"FALSE"	20.824	15	3	66	3	376	42.5	5.57	84.04	3	0	3130679.5	3609907.25	3431445.75	3556905	3235310.25	5158654	2502069.25	1975831.25	2308507.25	2177952.75	2322079.25	2425136.25
"IsMasterProtein"	"Q8IXT5"	"RNA-binding protein 12B OS=Homo sapiens OX=9606 GN=RBM12B PE=1 SV=2"	0	"FALSE"	8.552	3	3	4	3	1001	118	6.81	3.94	3	0	2004063	1713746.625	2655443.25	647574.1875	96559.1328125	687461.5	381467.875	112374.7734375	66108.1171875	189250.6875	345471.15625	219241.671875
"IsMasterProtein"	"Q9P287"	"BRCA2 and CDKN1A-interacting protein OS=Homo sapiens OX=9606 GN=BCCIP PE=1 SV=1"	0	"FALSE"	25.089	15	3	113	3	314	36	4.61	268.09	3	0	6874076	9009374	8817091	4190347.5	5458013.5	4875862	5035200.5	5141591.5	6946523	5094351.5	4523371.5	5913062
"IsMasterProtein"	"P06213"	"Insulin receptor OS=Homo sapiens OX=9606 GN=INSR PE=1 SV=4"	0	"FALSE"	10.602	2	3	49	3	1382	156.2	6.2	41.55	3	0	1323641.875	1348437.875	1417084.5	679900.5625	808305.75	807011	609901.0625	630243.9375	694863.4375	525341.5625	593603.5	460272.4375
"IsMasterProtein"	"Q14498"	"RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2"	0	"FALSE"	16.113	7	3	41	3	530	59.3	10.1	61.39	3	0	3350908.75	3341093.25	2888765.75	835806.3125	816399.8125	1685385.75	1153379.5	925155	1387323.5	1764546.375	1855828.5	1924994
"IsMasterProtein"	"Q9UFN0"	"Protein NipSnap homolog 3A OS=Homo sapiens OX=9606 GN=NIPSNAP3A PE=1 SV=2"	0	"FALSE"	18.246	17	3	46	3	247	28.4	9.16	72.1	3	0	1983473.5	2336965.25	2545681.75	1824838.125	1644531.625	1622075.25	1202084.5	997827	1230877.75	964787.5	880330.75	1096287.625
